Entity,Relation,Value
neighborhood_wal_mart,generalizations,retailstore
home_smelling,generalizations,visualizablething
home_smelling,generalizations,visualizablething
home_smelling,generalizations,visualizablething
changi_village_hotel,generalizations,park
changi_village_hotel,generalizations,park
changi_village_hotel,generalizations,park
stockholm_airport,generalizations,port
stockholm_airport,generalizations,port
stockholm_airport,generalizations,port
high_mountain_vole,generalizations,mammal
billy_joel,generalizations,comedian
billy_joel,generalizations,comedian
billy_joel,generalizations,comedian
incentive_value,generalizations,cheese
incentive_value,generalizations,cheese
third_trimester_pregnancy,generalizations,nondiseasecondition
werther_s_original_hard_candies,generalizations,candy
rates_search_rates,generalizations,arachnid
rates_search_rates,generalizations,arachnid
sushi_rolls,generalizations,bakedgood
sushi_rolls,generalizations,bakedgood
sushi_rolls,generalizations,bakedgood
relative_decision,generalizations,fungus
relative_decision,generalizations,fungus
relative_decision,generalizations,fungus
ronde_van_toscane,generalizations,sportsevent
father,generalizations,person
yeshua,generalizations,male
corned_beef,generalizations,meat
ldl_cholesterol,generalizations,videogame
ldl_cholesterol,generalizations,videogame
ldl_cholesterol,generalizations,videogame
seat_belt_violation,generalizations,crimeorcharge
akbar,generalizations,personasia
land_management_decision,generalizations,fungus
land_management_decision,generalizations,fungus
land_management_decision,generalizations,fungus
n1_1_2_cups_cream,generalizations,condiment
cape__comic_and_pop_culture_expo,generalizations,convention
psp_or_xbox_360,generalizations,videogamesystem
brooding,generalizations,cognitiveactions
grits,generalizations,food
phoney_washington_driver,generalizations,jobposition
bayesian_decision_theory,generalizations,scientificterm
management_website_design,generalizations,profession
management_website_design,generalizations,profession
management_website_design,generalizations,profession
christiano_ronaldo,generalizations,athlete
torrent_or_seep_salamanders,generalizations,amphibian
part_skim_milk,generalizations,videogame
part_skim_milk,generalizations,videogame
part_skim_milk,generalizations,videogame
sewage_water,generalizations,beverage
income_housing_development,generalizations,arachnid
income_housing_development,generalizations,arachnid
australian_spotted_jellyfish,generalizations,crustacean
australian_spotted_jellyfish,generalizations,crustacean
australian_spotted_jellyfish,generalizations,crustacean
micheal_jordan,generalizations,athlete
door_this_summer,generalizations,hallwayitem
door_this_summer,generalizations,hallwayitem
mercury,generalizations,planet
clovis_cornillac,generalizations,celebrity
clovis_cornillac,generalizations,actor
clovis_cornillac,generalizations,comedian
clovis_cornillac,generalizations,male
ford_2dr,generalizations,automobilemodel
bmw_z4,generalizations,automobilemodel
diocese_that_offers_prayers_of_liberation,generalizations,terroristorganization
red_fox,generalizations,mammal
unique_table_sets,generalizations,furniture
wet_dry_filters_aquarium,generalizations,aquarium
london_bridges,generalizations,bridge
timemagazine,generalizations,magazine
heavenly_creatures,generalizations,movie
high_times,generalizations,newspaper
chart_music,generalizations,musicgenre
wayne_out_county_teachers_cu,generalizations,creditunion
white_speckled_rock_cod,generalizations,fish
n820_nm,generalizations,perceptionevent
n540_nm,generalizations,perceptionevent
los_angeles_dodgers_tickets,generalizations,arachnid
red_camouflage_pants,generalizations,clothing
national_hockey_league,generalizations,sportsleague
barclays_premier_league,generalizations,sportsleague
first_national_bank_of_st_louis,generalizations,bank
avb_bank,generalizations,bank
isolation,generalizations,medicalprocedure
sports_bats,generalizations,sportsequipment
bank_of_baroda,generalizations,bank
first_nations_bank_of,generalizations,bank
zd_winery_napa,generalizations,winery
michigan_first_cu,generalizations,creditunion
north_dakota_medical_association,generalizations,professionalorganization
indianapolis_recorder,generalizations,newspaper
abu_sayyaf_and_jemaah_islamiyah,generalizations,terroristorganization
nikon,generalizations,company
the_martinis,generalizations,musicartist
van_lanschot,generalizations,bank
def_jam_records,generalizations,recordlabel
internal_revenue_service,generalizations,company
aer_lingus,generalizations,company
aer_lingus,generalizations,company
bob_marley,generalizations,musicartist
beatles,generalizations,musicartist
beatles,generalizations,musicartist
apple,generalizations,bank
the_new_yorker,generalizations,magazine
cgi_bin,generalizations,programminglanguage
the_manhattan_project,generalizations,musicartist
caddo_citizen,generalizations,newspaper
the_emerson_letters,generalizations,musicartist
the_noises,generalizations,musicartist
hamas_security_forces,generalizations,terroristorganization
christian_country_music_association,generalizations,professionalorganization
hsbc,generalizations,bank
united_states_people,generalizations,magazine
fannie_mae,generalizations,bank
zarqawi_group,generalizations,terroristorganization
aaa_international_league_baseball,generalizations,sportsleague
the_globe,generalizations,website
dance_magazine,generalizations,magazine
the_b52s,generalizations,musicartist
alltel,generalizations,company
lloyds,generalizations,bank
michael_jackson,generalizations,musicartist
emi_music_japan,generalizations,recordlabel
emi_music_japan,generalizations,recordlabel
new_york_state_school_music_association,generalizations,professionalorganization
nec_corp_,generalizations,company
plain_squares,generalizations,geometricshape
national_space_society,generalizations,nonprofitorganization
wells_fargo___co,generalizations,bank
roc_a_fella,generalizations,recordlabel
vogue,generalizations,magazine
ziata_wines,generalizations,winery
goldman,generalizations,bank
the_profligates,generalizations,musicartist
committee_for_liquidation_of_computers,generalizations,terroristorganization
potted_chicken_with_mushroom_sauce,generalizations,meat
rome_teachers_credit_union,generalizations,creditunion
volvo,generalizations,automobilemaker
parked_car_bomb,generalizations,weapon
al_ummah,generalizations,terroristorganization
american_indoor_soccer_league,generalizations,sportsleague
china_economic_review,generalizations,magazine
daniel_schuster_wines,generalizations,winery
taylor_swift,generalizations,musicartist
political_system,generalizations,braintissue
tower_wines,generalizations,winery
are_fast_moving_insect,generalizations,insect
chevron,generalizations,petroleumrefiningcompany
honolulu_magazine,generalizations,magazine
city_bank_of_florida,generalizations,bank
empyrean_wines,generalizations,winery
sextant_wines,generalizations,winery
unnamed_trib_of_mary_s_creek,generalizations,river
cottonwood_community_fcu,generalizations,bank
chateau_elan,generalizations,winery
feiro_marine_life_center,generalizations,aquarium
first_freedom_bank_tn,generalizations,bank
australian_nursing_federation,generalizations,professionalorganization
first_national_bank__fremont,generalizations,bank
the_first_national_bank_of_the_panhandle,generalizations,bank
fort_collins_wind_symphony,generalizations,musicartist
wireless_infrastructure_association,generalizations,professionalorganization
flores,generalizations,currency
aeroquip_credit_union,generalizations,bank
pineville_sun,generalizations,publication
american_hanoverian_society,generalizations,professionalorganization
seating_options,generalizations,furniture
contents_eagle,generalizations,musicinstrument
large_mahogany_desk,generalizations,flooritem
cherry_ghost,generalizations,musicartist
al_qaeda_in_iraq,generalizations,terroristorganization
black_oak_wines,generalizations,winery
sponge_bob_candy,generalizations,candy
acura,generalizations,automobilemaker
contemporary_black_sectional_sofa,generalizations,furniture
state_symphony,generalizations,musicartist
don_t_trust_the_hype_recordz,generalizations,recordlabel
unisys,generalizations,company
york_nursing_jobs,generalizations,winery
americans_murdered_at_olympics,generalizations,nonprofitorganization
john_nixon,generalizations,musicartist
faerie_magazine,generalizations,magazine
los_macheteros,generalizations,terroristorganization
tesla_motors,generalizations,automobilemaker
ibm,generalizations,company
tesla,generalizations,automobilemaker
ernest_jim_istook,generalizations,politicianus
christian_businessmens_association,generalizations,professionalorganization
globe,generalizations,newspaper
united_health_care,generalizations,company
citgo_petroleum_corporation,generalizations,company
lenovo,generalizations,company
audi,generalizations,automobilemaker
citizens_bank__amsterdam,generalizations,bank
ups_second_day_air,generalizations,bank
geico,generalizations,company
hamas_officials,generalizations,terroristorganization
big_mac,generalizations,food
acoustic_guitar_magazine,generalizations,magazine
promotion_home,generalizations,nonprofitorganization
promotion_home,generalizations,nonprofitorganization
promotion_home,generalizations,nonprofitorganization
wednesday_i_ll,generalizations,bombingevent
wednesday_i_ll,generalizations,bombingevent
wednesday_i_ll,generalizations,bombingevent
art,attractionofcity,home
vegetation,generalizations,plant
bears,animaleatfood,vegetation
grizzly_bears,animaleatfood,vegetation
sheep,animaleatfood,vegetation
pine,plantincludeplant,vegetation
pine,plantincludeplant,vegetation
pine,plantincludeplant,vegetation
pine,plantincludeplant,vegetation
vegetation,generalizations,food
chief_accountant,generalizations,jobposition
chief_accountant,generalizations,politicaloffice
chief_accountant,generalizations,politicaloffice
chief_accountant,generalizations,politicaloffice
real_lord,generalizations,jobposition
name_brand_t_shirt,generalizations,clothing
arizona_city,generalizations,geopoliticallocation
arizona_city,generalizations,beach
arizona_city,generalizations,beach
arizona_city,generalizations,beach
cerulean_blue_sky,generalizations,color
cerulean_blue_sky,generalizations,color
cerulean_blue_sky,generalizations,color
colgate_palmolive,companyalsoknownas,cl
colgate_palmolive,companyalsoknownas,cl
colgate_palmolive,companyalsoknownas,cl
john_newton,generalizations,politicianus
john_newton,generalizations,politicianus
john_newton,generalizations,politicianus
acme_federal_credit_union,generalizations,bank
animal_farm_and_1984,generalizations,book
fyodor_dostoyevsky,generalizations,writer
crime_and_punishment,bookwriter,fyodor_dostoyevsky
former_united_states,generalizations,politicalparty
former_united_states,generalizations,politicalparty
former_united_states,generalizations,politicalparty
christmas___away_in_a_manger,generalizations,musicsong
guns,weaponmadeincountry,u_s_a_
